"additionalInfo/Aksesibilitas/0/Pintu masuk khusus pengguna kursi roda","additionalInfo/Aksesibilitas/0/Tempat parkir khusus pengguna kursi roda","additionalInfo/Aksesibilitas/1/Tempat parkir khusus pengguna kursi roda","additionalInfo/Anak-anak/0/Cocok untuk anak-anak","additionalInfo/Anak-anak/1/Menu anak","additionalInfo/Fasilitas/0/Toilet","additionalInfo/Fasilitas/1/Wi-Fi","additionalInfo/Fasilitas/2/Wi-Fi Gratis","additionalInfo/Keunggulan/0/Sayur mayur dan buah segar","additionalInfo/Opsi layanan/0/Ambil di toko","additionalInfo/Opsi layanan/0/Antar tanpa bertemu","additionalInfo/Opsi layanan/0/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/0/Pesan antar","additionalInfo/Opsi layanan/1/Ambil di toko","additionalInfo/Opsi layanan/1/Belanja di toko","additionalInfo/Opsi layanan/1/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/1/Pesan antar","additionalInfo/Opsi layanan/2/Ambil di toko","additionalInfo/Opsi layanan/2/Bawa pulang","additionalInfo/Opsi layanan/2/Belanja di toko","additionalInfo/Opsi layanan/2/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/3/Layanan di tempat","additionalInfo/Opsi layanan/3/Makan di tempat","additionalInfo/Opsi layanan/3/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/4/Pengiriman di hari yang sama","additionalInfo/Parkir/0/Gedung parkir gratis","additionalInfo/Parkir/0/Tempat parkir gratis","additionalInfo/Parkir/1/Parkir di jalan gratis","additionalInfo/Parkir/2/Tempat parkir di lokasi","additionalInfo/Parkir/3/Tempat parkir gratis","additionalInfo/Pembayaran/0/Kartu debit","additionalInfo/Pembayaran/0/Kartu kredit","additionalInfo/Pembayaran/1/Kartu kredit","additionalInfo/Pembayaran/2/Kartu kredit","additionalInfo/Pembayaran/2/Pembayaran seluler dengan NFC","additionalInfo/Pembayaran/3/Kartu kredit","additionalInfo/Penawaran/0/Cepat saji","additionalInfo/Penawaran/0/LPG","additionalInfo/Penawaran/0/Makanan","additionalInfo/Penawaran/0/Makanan siap saji","additionalInfo/Penawaran/1/Makanan halal","additionalInfo/Penawaran/1/Tempat jual produk roti","additionalInfo/Perencanaan/0/Belanja kilat","additionalInfo/Pilihan makan/0/Makan malam","additionalInfo/Populer untuk/0/Makan malam","additionalInfo/Populer untuk/1/Makan sendiri","additionalInfo/Suasana/0/Santai","additionalOpeningHours/Akses/0/day","additionalOpeningHours/Akses/0/hours","additionalOpeningHours/Akses/1/day","additionalOpeningHours/Akses/1/hours","additionalOpeningHours/Akses/2/day","additionalOpeningHours/Akses/2/hours","additionalOpeningHours/Akses/3/day","additionalOpeningHours/Akses/3/hours","additionalOpeningHours/Akses/4/day","additionalOpeningHours/Akses/4/hours","additionalOpeningHours/Akses/5/day","additionalOpeningHours/Akses/5/hours","additionalOpeningHours/Akses/6/day","additionalOpeningHours/Akses/6/hours","address","categories/0","categories/1","categories/2","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Lorong Zuriah No.164, Talang Aman, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30164, Indonesia","Minimarket",,,"Minimarket","14328200991965341231","Kota Palembang","true","ID","0x2e3b750016272679:0xc6d7fee35c7e662f",,"https://lh3.googleusercontent.com/p/AF1QipOVBt2RfLjQ42PeNX4Td7aHPvtEekidqxwP7nOE=w408-h544-k-no","5","false","/g/11wg5vh2vn","id","-2.9521077","104.7465641","Talang Aman, Kecamatan Kemuning","Sabtu","Buka 24 jAM","Minggu","Buka 24 jAM","Senin","Buka 24 jAM","Selasa","Buka 24 jAM","Rabu","Buka 24 jAM","Kamis","Buka 24 jAM","Jumat","Buka 24 jAM","false",,,"ChIJeSYnFgB1Oy4RL2Z-XOP-18Y","30164",,"73","0",,,,,,"2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Lorong Zuriah No.164","false","Alfamart Dwikora Palembang",,"https://www.google.com/maps/search/?api=1&query=Alfamart%20Dwikora%20Palembang&query_place_id=ChIJeSYnFgB1Oy4RL2Z-XOP-18Y",
"false",,"false",,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Komp. Ilir Bar. Permai, Jl. Radial Komp. Ramayana Lantai 4 No.D2 53, RW.54, 24 Ilir, Bukit Kecil, Palembang City, South Sumatra 30134, Indonesia","Minimarket",,,"Minimarket","17551549231645927262","Kota Palembang","false","ID","0x2e3b76082eae639d:0xf393a108ba09275e",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFqo6k20XQnKrmYyEUNRQVl2XCs7UjS6X-JkLod4QhL3AxCMgmmL2vhS_m1H0Sf9tj_VPwn89IK3xNeFuCxzaWmv4fYDNFUX8fuGJXYKIZIAOcGl9uMoCFjZrcIEex2syhXb5tM5Y4ZIdfsckssuQ7bsXlD_DFAeCpt0QjgUdIaHiAdjPEVDUzIFJCGxwgrBY95fz8=w408-h306-k-no","10","false","/g/11b76dz8q2","id","-2.9834872","104.7520166","24 Ilir, Kecamatan Bukit Kecil","Sabtu","Buka 24 jAM","Minggu","Buka 24 jAM","Senin","Buka 24 jAM","Selasa","Buka 24 jAM","Rabu","Buka 24 jAM","Kamis","Buka 24 jAM","Jumat","Buka 24 jAM","false","+62 711 360766","+62711360766","ChIJnWOuLgh2Oy4RXicJugihk_M","30134",,"74","5","3","0","2","0","0","2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Komp. Ilir Bar. Permai, Jl. Radial Komp. Ramayana Lantai 4 No.D2 53, RW.54","false","Alfamart Ramayana","3.4","https://www.google.com/maps/search/?api=1&query=Alfamart%20Ramayana&query_place_id=ChIJnWOuLgh2Oy4RXicJugihk_M",
"false",,,,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Inspektur Marzuki Rt. 01, R No.Kel, Siring Agung, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30138, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","4659584235647870592","Kota Palembang","false","ID","0x2e3b7532ebf57931:0x40aa2b2cbecd2680",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GpzY9DgQHrPGsjwe8r36Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.91605&pitch=0&thumbfov=100","1","false","/g/11l48_7cx7","id","-2.9632653","104.734432","Siring Agung, Kecamatan Ilir Barat I","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 21 1500959","+62211500959","ChIJMXn16zJ1Oy4RgCbNviwrqkA","30138",,"75","1","0","0","1","0","0","2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Inspektur Marzuki Rt. 01, R No.Kel","false","Alfamart","1","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJMXn16zJ1Oy4RgCbNviwrqkA",
,,,,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"2PQX+FQ6, Jl. Rw. Jaya No.5, Pahlawan, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30126, Indonesia","Minimarket",,,"Minimarket","14243347324893042941","Kota Palembang","true","ID","0x2e3b75d0d071ff3f:0xc5aa88ed70c298fd",,"https://lh3.googleusercontent.com/p/AF1QipPwybbKBGIyxM90AcELUyX3YQYP0EQcwvHlESbh=w408-h306-k-no","2","false","/g/11fk1dnkkq","id","-2.9611041","104.7493946","Pahlawan, Kecamatan Kemuning",,,,,,,,,,,,,,,"false","+62 857-6453-8249","+6285764538249","ChIJP_9x0NB1Oy4R_ZjCcO2IqsU","30126",,"76","8","4","1","2","1","0","2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2PQX+FQ6, Jl. Rw. Jaya No.5","false","BC Alfamart Rawajaya","3.6","https://www.google.com/maps/search/?api=1&query=BC%20Alfamart%20Rawajaya&query_place_id=ChIJP_9x0NB1Oy4R_ZjCcO2IqsU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2PMR+R32, 20 Ilir D. III, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30129, Indonesia","Minimarket",,,"Minimarket","7217425079566367710","Kota Palembang","true","ID","0x2e3b7500507efd87:0x642971decc8c7bde",,"https://lh3.googleusercontent.com/p/AF1QipM7Ov3RB9az778Rlhcd8G0FbzsqBK63JqtJIhwB=w600-h240-k-no","2","false","/g/11x8xjs5jk","id","-2.9654655","104.7401574","20 Ilir D. III, Kecamatan Ilir Timur I","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false",,,"ChIJh_1-UAB1Oy4R3nuMzN5xKWQ","30129",,"77","0",,,,,,"2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2PMR+R32","false","Alfamart Ariodillah",,"https://www.google.com/maps/search/?api=1&query=Alfamart%20Ariodillah&query_place_id=ChIJh_1-UAB1Oy4R3nuMzN5xKWQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Mawar, 20 Ilir D. IV, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan, Indonesia","Minimarket",,,"Minimarket","10673699051268384731","Kota Palembang","true","ID","0x2e3b75000bf09ef1:0x942098bc4646a7db",,"https://lh3.googleusercontent.com/p/AF1QipMrxm3p1lJys8owTJbnnCbcJFd7k96rhdST35Jg=w408-h544-k-no","7","false","/g/11x7s37zvx","id","-2.959308","104.728067","20 Ilir D. IV, Kecamatan Ilir Timur I","Sabtu","07.00 to 22.30","Minggu","07.00 to 22.30","Senin","07.00 to 22.30","Selasa","07.00 to 22.30","Rabu","07.00 to 22.30","Kamis","07.00 to 22.30","Jumat","07.00 to 22.30","false",,,"ChIJ8Z7wCwB1Oy4R26dGRryYIJQ",,,"78","1","1","0","0","0","0","2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Mawar","false","Alfamart Mawar","5","https://www.google.com/maps/search/?api=1&query=Alfamart%20Mawar&query_place_id=ChIJ8Z7wCwB1Oy4R26dGRryYIJQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jl. Jend. Sudirman No.295, 24 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30114, Indonesia","Pusat Perbelanjaan",,,"Pusat Perbelanjaan","2430255864295887807","Kota Palembang","true","ID","0x2e3b77e64689802f:0x21ba00d520aa93bf",,"https://lh3.googleusercontent.com/p/AF1QipO1vyF-YoPBqojeo5-WeRzJD26qur4VJe_znX-j=w408-h544-k-no","33","false","/g/11fsx1715p","id","-2.9829638","104.7578617","24 Ilir, Kecamatan Bukit Kecil","Sabtu","06.30 to 22.30","Minggu","06.30 to 22.30","Senin","06.30 to 22.30","Selasa","06.30 to 22.30","Rabu","06.30 to 22.30","Kamis","06.30 to 22.30","Jumat","06.30 to 22.30","false","+62 812-9551-6936","+6281295516936","ChIJL4CJRuZ3Oy4Rv5OqINUAuiE","30114",,"79","14","13","1","0","0","0","2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Jend. Sudirman No.295","false","Alfamart Jendral Sudirman (Jensud Palembang)","4.9","https://www.google.com/maps/search/?api=1&query=Alfamart%20Jendral%20Sudirman%20(Jensud%20Palembang)&query_place_id=ChIJL4CJRuZ3Oy4Rv5OqINUAuiE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2PVM+H7F, 20 Ilir D. IV, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan, Indonesia","Minimarket",,,"Minimarket","13111332366073832759","Kota Palembang","true","ID","0x2e3b757bb440b483:0xb5f4cf51f3e9a537",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cBnOzku_ymY2FLFLZwoNgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.50952&pitch=0&thumbfov=100","1","false","/g/11j_7wb3p5","id","-2.9560644","104.7331626","20 Ilir D. IV, Kecamatan Ilir Timur I",,,,,,,,,,,,,,,"false",,,"ChIJg7RAtHt1Oy4RN6Xp81HP9LU",,,"80","0",,,,,,"2025-04-19T04:04:36.633Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2PVM+H7F","true","alfamart JENDERAL SUDIRMAN KM 4",,"https://www.google.com/maps/search/?api=1&query=alfamart%20JENDERAL%20SUDIRMAN%20KM%204&query_place_id=ChIJg7RAtHt1Oy4RN6Xp81HP9LU",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"2Q97+P72, 15 Ilir, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30111, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","15856549452129200589","Kota Palembang","true","ID","0x2e3b771e54deef21:0xdc0dc7b7119369cd",,"https://lh3.googleusercontent.com/p/AF1QipOJFGCSseGI38y5kZhl95mNIpnbPyUTsjNsTHDW=w408-h544-k-no","20","false","/g/11fq9qqhwc","id","-2.9807252","104.7631326","15 Ilir, Kecamatan Ilir Timur I",,,,,,,,,,,,,,,"false",,,"ChIJIe_eVB53Oy4RzWmTEbfHDdw","30111",,"81","9","8","1","0","0","0","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2Q97+P72","false","Alfamart Lingkaran Dempo","4.9","https://www.google.com/maps/search/?api=1&query=Alfamart%20Lingkaran%20Dempo&query_place_id=ChIJIe_eVB53Oy4RzWmTEbfHDdw",
,,,,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,"2PCR+PWV, Jl. POM IX, Lorok Pakjo, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","13153396896527267341","Kota Palembang","true","ID","0x2e3b7588c8b485d1:0xb68a40c9a73bb60d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ABGqeFRRgKFcCubO-zI6fQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.33939&pitch=0&thumbfov=100","1","false","/g/11h0gzk49q","id","-2.9781353","104.7422951","Lorok Pakjo, Kecamatan Ilir Barat I","Sabtu","10.00 to 22.00","Minggu","10.00 to 22.00","Senin","10.00 to 22.00","Selasa","10.00 to 22.00","Rabu","10.00 to 22.00","Kamis","10.00 to 22.00","Jumat","10.00 to 22.00","false",,,"ChIJ0YW0yIh1Oy4RDbY7p8lAirY",,,"82","0",,,,,,"2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2PCR+PWV, Jl. POM IX","false","Alfamart",,"https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJ0YW0yIh1Oy4RDbY7p8lAirY",
,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Letnan Murod No.189, Srijaya, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30128, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","10409888828364457300","Kota Palembang","true","ID","0x2e3b75eb85049f13:0x90775abc45f88554",,"https://lh3.googleusercontent.com/p/AF1QipNVF9-JXRZf8cLKGB9fmrHRXe4G6NxLRnQJ5cTd=w425-h240-k-no","2","false","/g/11ftj9gbby","id","-2.957517","104.725358","Srijaya, Kecamatan Alang-Alang Lebar","Sabtu","09.00 to 17.00","Minggu","Tutup","Senin","Tutup","Selasa","Tutup","Rabu","Tutup","Kamis","09.00 to 17.00","Jumat","09.00 to 17.00","false",,,"ChIJE58Ehet1Oy4RVIX4Rbxad5A","30128",,"83","1","1","0","0","0","0","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Letnan Murod No.189","false","Alfamart mandi api","5","https://www.google.com/maps/search/?api=1&query=Alfamart%20mandi%20api&query_place_id=ChIJE58Ehet1Oy4RVIX4Rbxad5A",
"false",,"false",,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","7675382840944322270","Kota Palembang","false","ID","0x2e3b75f10207d70d:0x6a847007259d66de",,"https://lh3.googleusercontent.com/p/AF1QipOEKPw7g_Zc5zSJOSh0g4qzq-Tn-q5vTbrLGypD=w408-h725-k-no","19","false","/g/11fmlkv4_l","id","-2.9776549","104.7466331","Sungai Pangeran, Kecamatan Ilir Timur I",,,,,,,,,,,,,,,"false",,,"ChIJDdcHAvF1Oy4R3madJQdwhGo","30127",,"84","27","19","3","3","1","1","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Kapten Anwar Sastro","false","Alfamart Hotel Arista","4.3","https://www.google.com/maps/search/?api=1&query=Alfamart%20Hotel%20Arista&query_place_id=ChIJDdcHAvF1Oy4R3madJQdwhGo",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"2QFH+2Q3, Lawang Kidul, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30111, Indonesia","Supermarket Diskon",,,"Supermarket Diskon","10715756481029895132","Kota Palembang","true","ID","0x2e3b763f13f6c54d:0x94b603beb76073dc",,"https://lh3.googleusercontent.com/p/AF1QipP2-9iHRRoFNsY9lZ3fUUcUUPa9C-XAfNZasYUN=w426-h240-k-no","21","false","/g/11fylsz_vl","id","-2.9774834","104.7794223","Lawang Kidul, Kecamatan Ilir Timur II","Sabtu","Tutup","Minggu","08.00 to 21.00","Senin","Tutup","Selasa","08.00 to 21.00","Rabu","08.00 to 21.00","Kamis","08.00 to 21.00","Jumat","08.00 to 21.00","false",,,"ChIJTcX2Ez92Oy4R3HNgt74DtpQ","30111",,"85","361","265","57","13","21","5","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2QFH+2Q3","false","Alfamart Boom Baru (F)","4.5","https://www.google.com/maps/search/?api=1&query=Alfamart%20Boom%20Baru%20(F)&query_place_id=ChIJTcX2Ez92Oy4R3HNgt74DtpQ",
,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"JL. Basuki Rahmat No. 897 A RT. 11 RW. 03, Palembang, South Sumatera, 30127, Talang Aman, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30164, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","18317135912217131306","Kota Palembang","true","ID","0x2e3b750805b3e377:0xfe338a105640b92a",,"https://lh3.googleusercontent.com/p/AF1QipP5cBijUpkBwJpoQCna9kL1fc-j-UdR4Q0Gk4WA=w408-h306-k-no","15","false","/g/11j0cty7vr","id","-2.9549045","104.7485605","Talang Aman, Kecamatan Kemuning",,,,,,,,,,,,,,,"false",,,"ChIJd-OzBQh1Oy4RKrlAVhCKM_4","30164",,"86","19","13","3","2","0","1","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","JL. Basuki Rahmat No. 897 A RT. 11 RW. 03, Palembang, South Sumatera, 30127","false","Alfamart Talang Aman TLAA . P678","4.3","https://www.google.com/maps/search/?api=1&query=Alfamart%20Talang%20Aman%20TLAA%20.%20P678&query_place_id=ChIJd-OzBQh1Oy4RKrlAVhCKM_4","https://alfamart.co.id/"
,,,,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"2QR3+RC2, Jl. Torpedo, 20 Ilir D II, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30127, Indonesia","Minimarket",,,"Minimarket","13492452768045414469","Kota Palembang","true","ID","0x2e3b767fc1d74297:0xbb3ed24e74153845",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p8qL572RREtAAzAe4ZxhSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.152699&pitch=0&thumbfov=100","1","false","/g/11lnp2phb2","id","-2.9579814","104.7535182","20 Ilir D II, Kecamatan Kemuning","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false",,,"ChIJl0LXwX92Oy4RRTgVdE7SPrs","30127",,"87","3","1","0","2","0","0","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2QR3+RC2, Jl. Torpedo","false","Alfamart Torpedo Sekip","2.3","https://www.google.com/maps/search/?api=1&query=Alfamart%20Torpedo%20Sekip&query_place_id=ChIJl0LXwX92Oy4RRTgVdE7SPrs",
,,,,,,,,,,,,"true","true",,,,,,,"true",,,,,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Bambang Utoyo No.1, Duku, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30163, Indonesia","Toko",,,"Toko","11326959194330742842","Kota Palembang","true","ID","0x2e3b77cdecbb2b19:0x9d31715fdb6dc03a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qKrZA-IVpHhbZ93xJfNGzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.61174&pitch=0&thumbfov=100","1","false","/g/11rv3j_yhs","id","-2.9630938","104.772798","Duku, Kecamatan Ilir Timur II",,,,,,,,,,,,,,,"false",,,"ChIJGSu77M13Oy4ROsBt219xMZ0","30163",,"88","4","2","0","1","1","0","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Bambang Utoyo No.1","false","Alfamart","3.5","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJGSu77M13Oy4ROsBt219xMZ0",
,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"2QM7+84C, 9 Ilir, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan, Indonesia","Toko",,,"Toko","7687980671938478229","Kota Palembang","true","ID","0x2e3b77005ba54b8f:0x6ab131b03ef64095",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aRbMQ06B3AukfmHt3Ma52w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.872375&pitch=0&thumbfov=100","1","false","/g/11wn0z97q5","id","-2.9666874","104.7627527","9 Ilir, Kecamatan Ilir Timur II","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false",,,"ChIJj0ulWwB3Oy4RlUD2PrAxsWo",,,"89","1","0","0","1","0","0","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2QM7+84C","false","Alfamart Mayor Ruslan","1","https://www.google.com/maps/search/?api=1&query=Alfamart%20Mayor%20Ruslan&query_place_id=ChIJj0ulWwB3Oy4RlUD2PrAxsWo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2PVV+9P6, Jl. Jend. Basuki Rachmat, Pahlawan, Kec. Kemuning, Kota Palembang, Sumatera Selatan, Indonesia","Pusat Perbelanjaan",,,"Pusat Perbelanjaan","1657246413855065108","Kota Palembang","true","ID","0x2e3b75a9dc4500f9:0x16ffb8d53b1f0414",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S5ADrRsEZ0S4fcjDbSD1sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.57193&pitch=0&thumbfov=100","1","false","/g/11fmvkpmnx","id","-2.9565873","104.7442751","Pahlawan, Kecamatan Kemuning",,,,,,,,,,,,,,,"false",,,"ChIJ-QBF3Kl1Oy4RFAQfO9W4_xY",,,"90","2","1","0","0","0","1","2025-04-19T04:04:37.553Z","https://www.google.com/maps/search/Alfamart/@-2.968349983997035,104.75436303350716,15z?hl=id","Alfamart","Sumatera Selatan","2PVV+9P6, Jl. Jend. Basuki Rachmat","false","Alfamart Swadaya","3.5","https://www.google.com/maps/search/?api=1&query=Alfamart%20Swadaya&query_place_id=ChIJ-QBF3Kl1Oy4RFAQfO9W4_xY",
